id_proposta,pd,score_1a10,decisao,taxa_am,prazo_meses,pct_entrada_minima
P003454,0.039638,9,APROVAR,0.0236,48,0.0
P003455,0.334724,1,NEGAR,,,
P003456,0.039125,9,APROVAR,0.0236,24,0.0
P003457,0.094382,5,APROVAR,0.0282,48,0.21
P003458,0.097637,5,APROVAR,0.0282,60,0.21
P003459,0.046367,8,APROVAR,0.0247,24,0.0
P003460,0.045622,8,APROVAR,0.0247,36,0.0
P003461,0.040973,9,APROVAR,0.0236,60,0.0
P003462,0.158941,3,NEGAR,,,
P003463,0.028227,10,APROVAR,0.0227,36,0.0
P003464,0.587376,1,NEGAR,,,
P003465,0.142765,4,NEGAR,,,
P003466,0.070155,6,APROVAR,0.0265,48,0.21
P003467,0.052771,8,APROVAR,0.0247,24,0.0
P003468,0.106757,4,NEGAR,,,
P003469,0.081266,6,APROVAR,0.0265,24,0.21
P003470,0.107733,4,NEGAR,,,
P003471,0.071717,6,APROVAR,0.0265,48,0.21
P003472,0.229885,2,NEGAR,,,
P003473,0.037975,9,APROVAR,0.0236,48,0.0
P003474,0.088363,5,APROVAR,0.0282,48,0.21
P003475,0.037148,9,APROVAR,0.0236,24,0.0
P003476,0.172961,3,NEGAR,,,
P003477,0.275316,2,NEGAR,,,
P003478,0.057871,7,APROVAR,0.0256,48,0.0
P003479,0.314411,1,NEGAR,,,
P003480,0.233849,2,NEGAR,,,
P003481,0.390623,1,NEGAR,,,
P003482,0.136168,4,NEGAR,,,
P003483,0.042455,9,APROVAR,0.0236,24,0.0
P003484,0.044035,9,APROVAR,0.0236,60,0.0
P003485,0.240395,2,NEGAR,,,
P003486,0.054834,7,APROVAR,0.0256,36,0.0
P003487,0.110118,4,NEGAR,,,
P003488,0.31492,1,NEGAR,,,
P003489,0.195821,3,NEGAR,,,
P003490,0.042386,9,APROVAR,0.0236,48,0.0
P003491,0.049731,8,APROVAR,0.0247,36,0.0
P003492,0.032815,10,APROVAR,0.0227,36,0.0
P003493,0.035607,10,APROVAR,0.0227,60,0.0
P003494,0.042561,9,APROVAR,0.0236,60,0.0
P003495,0.056917,7,APROVAR,0.0256,48,0.0
P003496,0.142423,4,NEGAR,,,
P003497,0.048746,8,APROVAR,0.0247,48,0.0
P003498,0.036581,10,APROVAR,0.0227,24,0.0
P003499,0.066188,7,APROVAR,0.0256,60,0.0
P003500,0.206115,3,NEGAR,,,
P003501,0.03828,9,APROVAR,0.0236,48,0.0
P003502,0.028461,10,APROVAR,0.0227,36,0.0
P003503,0.119001,4,NEGAR,,,
P003504,0.040904,9,APROVAR,0.0236,24,0.0
P003505,0.033549,10,APROVAR,0.0227,48,0.0
P003506,0.248157,2,NEGAR,,,
P003507,0.062032,7,APROVAR,0.0256,24,0.0
P003508,0.17837,3,NEGAR,,,
P003509,0.257805,2,NEGAR,,,
P003510,0.035713,10,APROVAR,0.0227,24,0.0
P003511,0.108644,4,NEGAR,,,
P003512,0.157965,3,NEGAR,,,
P003513,0.06776,6,APROVAR,0.0265,48,0.21
P003514,0.123585,4,NEGAR,,,
P003515,0.058843,7,APROVAR,0.0256,48,0.0
P003516,0.515704,1,NEGAR,,,
P003517,0.027846,10,APROVAR,0.0227,60,0.0
P003518,0.055074,7,APROVAR,0.0256,48,0.0
P003519,0.344583,1,NEGAR,,,
P003520,0.200154,3,NEGAR,,,
P003521,0.104559,5,APROVAR,0.0282,48,0.21
P003522,0.025547,10,APROVAR,0.0227,60,0.0
P003523,0.139131,4,NEGAR,,,
P003524,0.077187,6,APROVAR,0.0265,24,0.21
P003525,0.136334,4,NEGAR,,,
P003526,0.317183,1,NEGAR,,,
P003527,0.043601,9,APROVAR,0.0236,36,0.0
P003528,0.180428,3,NEGAR,,,
P003529,0.181038,3,NEGAR,,,
P003530,0.028645,10,APROVAR,0.0227,36,0.0
P003531,0.036165,10,APROVAR,0.0227,24,0.0
P003532,0.052859,8,APROVAR,0.0247,48,0.0
P003533,0.579496,1,NEGAR,,,
P003534,0.066746,6,APROVAR,0.0265,48,0.21
P003535,0.03527,10,APROVAR,0.0227,36,0.0
P003536,0.039864,9,APROVAR,0.0236,48,0.0
P003537,0.1961,3,NEGAR,,,
P003538,0.048304,8,APROVAR,0.0247,36,0.0
P003539,0.516765,1,NEGAR,,,
P003540,0.295113,2,NEGAR,,,
P003541,0.526967,1,NEGAR,,,
P003542,0.04251,9,APROVAR,0.0236,24,0.0
P003543,0.070674,6,APROVAR,0.0265,60,0.21
P003544,0.111279,4,NEGAR,,,
P003545,0.297178,2,NEGAR,,,
P003546,0.085962,5,APROVAR,0.0282,36,0.21
P003547,0.598351,1,NEGAR,,,
P003548,0.316508,1,NEGAR,,,
P003549,0.105959,5,APROVAR,0.0282,48,0.21
P003550,0.08046,6,APROVAR,0.0265,24,0.21
P003551,0.028527,10,APROVAR,0.0227,36,0.0
P003552,0.471603,1,NEGAR,,,
P003553,0.308477,1,NEGAR,,,
P003554,0.047285,8,APROVAR,0.0247,24,0.0
P003555,0.187229,3,NEGAR,,,
P003556,0.17327,3,NEGAR,,,
P003557,0.044036,9,APROVAR,0.0236,24,0.0
P003558,0.180878,3,NEGAR,,,
P003559,0.092828,5,APROVAR,0.0282,48,0.21
P003560,0.027295,10,APROVAR,0.0227,36,0.0
P003561,0.156681,3,NEGAR,,,
P003562,0.056667,7,APROVAR,0.0256,36,0.0
P003563,0.071571,6,APROVAR,0.0265,36,0.21
P003564,0.096285,5,APROVAR,0.0282,60,0.21
P003565,0.541409,1,NEGAR,,,
P003566,0.228081,2,NEGAR,,,
P003567,0.041941,9,APROVAR,0.0236,36,0.0
P003568,0.049894,8,APROVAR,0.0247,24,0.0
P003569,0.101548,5,APROVAR,0.0282,48,0.21
P003570,0.320886,1,NEGAR,,,
P003571,0.141698,4,NEGAR,,,
P003572,0.091102,5,APROVAR,0.0282,48,0.21
P003573,0.044147,9,APROVAR,0.0236,48,0.0
P003574,0.335909,1,NEGAR,,,
P003575,0.072007,6,APROVAR,0.0265,60,0.21
P003576,0.063303,7,APROVAR,0.0256,36,0.0
P003577,0.317843,1,NEGAR,,,
P003578,0.246808,2,NEGAR,,,
P003579,0.044428,9,APROVAR,0.0236,36,0.0
P003580,0.156831,3,NEGAR,,,
P003581,0.200781,3,NEGAR,,,
P003582,0.054388,7,APROVAR,0.0256,48,0.0
P003583,0.028132,10,APROVAR,0.0227,48,0.0
P003584,0.777143,1,NEGAR,,,
P003585,0.049771,8,APROVAR,0.0247,24,0.0
P003586,0.320896,1,NEGAR,,,
P003587,0.086317,5,APROVAR,0.0282,24,0.21
P003588,0.076151,6,APROVAR,0.0265,36,0.21
P003589,0.059596,7,APROVAR,0.0256,60,0.0
P003590,0.050972,8,APROVAR,0.0247,48,0.0
P003591,0.387803,1,NEGAR,,,
P003592,0.03734,9,APROVAR,0.0236,24,0.0
P003593,0.529011,1,NEGAR,,,
P003594,0.243151,2,NEGAR,,,
P003595,0.053521,8,APROVAR,0.0247,48,0.0
P003596,0.375589,1,NEGAR,,,
P003597,0.374092,1,NEGAR,,,
P003598,0.032614,10,APROVAR,0.0227,48,0.0
P003599,0.023895,10,APROVAR,0.0227,60,0.0
P003600,0.566465,1,NEGAR,,,
P003601,0.082731,6,APROVAR,0.0265,24,0.21
P003602,0.033209,10,APROVAR,0.0227,48,0.0
P003603,0.247585,2,NEGAR,,,
P003604,0.336433,1,NEGAR,,,
P003605,0.312038,1,NEGAR,,,
P003606,0.162917,3,NEGAR,,,
P003607,0.23156,2,NEGAR,,,
P003608,0.405124,1,NEGAR,,,
P003609,0.122822,4,NEGAR,,,
P003610,0.069514,6,APROVAR,0.0265,36,0.21
P003611,0.051039,8,APROVAR,0.0247,36,0.0
P003612,0.049752,8,APROVAR,0.0247,60,0.0
P003613,0.286365,2,NEGAR,,,
P003614,0.043988,9,APROVAR,0.0236,48,0.0
P003615,0.030422,10,APROVAR,0.0227,36,0.0
P003616,0.541,1,NEGAR,,,
P003617,0.231495,2,NEGAR,,,
P003618,0.293321,2,NEGAR,,,
P003619,0.099724,5,APROVAR,0.0282,60,0.21
P003620,0.212086,2,NEGAR,,,
P003621,0.190541,3,NEGAR,,,
P003622,0.187311,3,NEGAR,,,
P003623,0.034685,10,APROVAR,0.0227,24,0.0
P003624,0.370508,1,NEGAR,,,
P003625,0.032466,10,APROVAR,0.0227,24,0.0
P003626,0.051835,8,APROVAR,0.0247,60,0.0
P003627,0.200012,3,NEGAR,,,
P003628,0.601407,1,NEGAR,,,
P003629,0.266543,2,NEGAR,,,
P003630,0.08248,6,APROVAR,0.0265,60,0.21
P003631,0.131527,4,NEGAR,,,
P003632,0.017513,10,APROVAR,0.0227,60,0.0
P003633,0.121183,4,NEGAR,,,
P003634,0.072639,6,APROVAR,0.0265,24,0.21
P003635,0.18669,3,NEGAR,,,
P003636,0.343077,1,NEGAR,,,
P003637,0.153534,3,NEGAR,,,
P003638,0.141936,4,NEGAR,,,
P003639,0.056659,7,APROVAR,0.0256,36,0.0
P003640,0.3626,1,NEGAR,,,
P003641,0.290163,2,NEGAR,,,
P003642,0.063,7,APROVAR,0.0256,48,0.0
P003643,0.249032,2,NEGAR,,,
P003644,0.111912,4,NEGAR,,,
P003645,0.560185,1,NEGAR,,,
P003646,0.274825,2,NEGAR,,,
P003647,0.044914,8,APROVAR,0.0247,48,0.0
P003648,0.271911,2,NEGAR,,,
P003649,0.077014,6,APROVAR,0.0265,24,0.21
P003650,0.044432,9,APROVAR,0.0236,36,0.0
P003651,0.046532,8,APROVAR,0.0247,36,0.0
P003652,0.083434,6,APROVAR,0.0265,60,0.21
P003653,0.042979,9,APROVAR,0.0236,48,0.0
P003654,0.101135,5,APROVAR,0.0282,36,0.21
P003655,0.244069,2,NEGAR,,,
P003656,0.175792,3,NEGAR,,,
P003657,0.25436,2,NEGAR,,,
P003658,0.035798,10,APROVAR,0.0227,36,0.0
P003659,0.275714,2,NEGAR,,,
P003660,0.032171,10,APROVAR,0.0227,60,0.0
P003661,0.045739,8,APROVAR,0.0247,48,0.0
P003662,0.042933,9,APROVAR,0.0236,36,0.0
P003663,0.280688,2,NEGAR,,,
P003664,0.062306,7,APROVAR,0.0256,36,0.0
P003665,0.068215,6,APROVAR,0.0265,48,0.21
P003666,0.030575,10,APROVAR,0.0227,24,0.0
P003667,0.097822,5,APROVAR,0.0282,48,0.21
P003668,0.122128,4,NEGAR,,,
P003669,0.078981,6,APROVAR,0.0265,24,0.21
P003670,0.172723,3,NEGAR,,,
P003671,0.032577,10,APROVAR,0.0227,36,0.0
P003672,0.327019,1,NEGAR,,,
P003673,0.052406,8,APROVAR,0.0247,36,0.0
P003674,0.077819,6,APROVAR,0.0265,36,0.21
P003675,0.082345,6,APROVAR,0.0265,60,0.21
P003676,0.249592,2,NEGAR,,,
P003677,0.072144,6,APROVAR,0.0265,24,0.21
P003678,0.194393,3,NEGAR,,,
P003679,0.210654,2,NEGAR,,,
P003680,0.060256,7,APROVAR,0.0256,60,0.0
P003681,0.075942,6,APROVAR,0.0265,48,0.21
P003682,0.259196,2,NEGAR,,,
P003683,0.041404,9,APROVAR,0.0236,48,0.0
P003684,0.035846,10,APROVAR,0.0227,36,0.0
P003685,0.717079,1,NEGAR,,,
P003686,0.069178,6,APROVAR,0.0265,36,0.21
P003687,0.028095,10,APROVAR,0.0227,24,0.0
P003688,0.065715,7,APROVAR,0.0256,36,0.0
P003689,0.133578,4,NEGAR,,,
P003690,0.239,2,NEGAR,,,
P003691,0.36321,1,NEGAR,,,
P003692,0.125862,4,NEGAR,,,
P003693,0.219865,2,NEGAR,,,
P003694,0.202578,3,NEGAR,,,
P003695,0.029862,10,APROVAR,0.0227,36,0.0
P003696,0.30855,1,NEGAR,,,
P003697,0.02929,10,APROVAR,0.0227,60,0.0
P003698,0.445583,1,NEGAR,,,
P003699,0.177642,3,NEGAR,,,
P003700,0.075995,6,APROVAR,0.0265,48,0.21
P003701,0.128676,4,NEGAR,,,
P003702,0.033333,10,APROVAR,0.0227,36,0.0
P003703,0.209568,3,NEGAR,,,
P003704,0.23068,2,NEGAR,,,
P003705,0.08544,5,APROVAR,0.0282,60,0.21
P003706,0.041019,9,APROVAR,0.0236,48,0.0
P003707,0.115633,4,NEGAR,,,
P003708,0.101021,5,APROVAR,0.0282,60,0.21
P003709,0.632672,1,NEGAR,,,
P003710,0.068723,6,APROVAR,0.0265,48,0.21
P003711,0.199032,3,NEGAR,,,
P003712,0.569584,1,NEGAR,,,
P003713,0.204683,3,NEGAR,,,
P003714,0.135935,4,NEGAR,,,
P003715,0.084842,5,APROVAR,0.0282,36,0.21
P003716,0.025968,10,APROVAR,0.0227,48,0.0
P003717,0.153165,3,NEGAR,,,
P003718,0.071716,6,APROVAR,0.0265,36,0.21
P003719,0.423257,1,NEGAR,,,
P003720,0.177572,3,NEGAR,,,
P003721,0.231313,2,NEGAR,,,
P003722,0.34692,1,NEGAR,,,
P003723,0.170753,3,NEGAR,,,
P003724,0.051138,8,APROVAR,0.0247,48,0.0
P003725,0.043792,9,APROVAR,0.0236,36,0.0
P003726,0.04763,8,APROVAR,0.0247,60,0.0
P003727,0.039888,9,APROVAR,0.0236,36,0.0
P003728,0.233718,2,NEGAR,,,
P003729,0.632368,1,NEGAR,,,
P003730,0.694466,1,NEGAR,,,
P003731,0.226383,2,NEGAR,,,
P003732,0.476878,1,NEGAR,,,
P003733,0.045226,8,APROVAR,0.0247,48,0.0
P003734,0.089023,5,APROVAR,0.0282,24,0.21
P003735,0.134796,4,NEGAR,,,
P003736,0.124152,4,NEGAR,,,
P003737,0.03107,10,APROVAR,0.0227,48,0.0
P003738,0.058987,7,APROVAR,0.0256,60,0.0
P003739,0.031489,10,APROVAR,0.0227,60,0.0
P003740,0.133847,4,NEGAR,,,
P003741,0.030367,10,APROVAR,0.0227,36,0.0
P003742,0.058916,7,APROVAR,0.0256,60,0.0
P003743,0.298575,2,NEGAR,,,
P003744,0.12803,4,NEGAR,,,
P003745,0.061907,7,APROVAR,0.0256,36,0.0
P003746,0.236142,2,NEGAR,,,
P003747,0.244617,2,NEGAR,,,
P003748,0.100649,5,APROVAR,0.0282,24,0.21
P003749,0.221378,2,NEGAR,,,
P003750,0.065701,7,APROVAR,0.0256,60,0.0
P003751,0.041823,9,APROVAR,0.0236,36,0.0
P003752,0.215156,2,NEGAR,,,
P003753,0.034532,10,APROVAR,0.0227,48,0.0
P003754,0.022156,10,APROVAR,0.0227,36,0.0
P003755,0.309694,1,NEGAR,,,
P003756,0.555991,1,NEGAR,,,
P003757,0.246313,2,NEGAR,,,
P003758,0.110551,4,NEGAR,,,
P003759,0.422602,1,NEGAR,,,
P003760,0.053112,8,APROVAR,0.0247,60,0.0
P003761,0.317395,1,NEGAR,,,
P003762,0.296057,2,NEGAR,,,
P003763,0.038953,9,APROVAR,0.0236,24,0.0
P003764,0.048935,8,APROVAR,0.0247,36,0.0
P003765,0.210051,2,NEGAR,,,
P003766,0.05165,8,APROVAR,0.0247,48,0.0
P003767,0.24796,2,NEGAR,,,
P003768,0.050048,8,APROVAR,0.0247,48,0.0
P003769,0.137779,4,NEGAR,,,
P003770,0.187787,3,NEGAR,,,
P003771,0.073298,6,APROVAR,0.0265,48,0.21
P003772,0.143424,3,NEGAR,,,
P003773,0.031375,10,APROVAR,0.0227,48,0.0
P003774,0.034078,10,APROVAR,0.0227,24,0.0
P003775,0.68648,1,NEGAR,,,
P003776,0.110402,4,NEGAR,,,
P003777,0.043631,9,APROVAR,0.0236,48,0.0
P003778,0.532927,1,NEGAR,,,
P003779,0.055977,7,APROVAR,0.0256,48,0.0
P003780,0.143408,3,NEGAR,,,
P003781,0.460745,1,NEGAR,,,
P003782,0.044434,9,APROVAR,0.0236,36,0.0
P003783,0.023781,10,APROVAR,0.0227,36,0.0
P003784,0.096296,5,APROVAR,0.0282,48,0.21
P003785,0.239408,2,NEGAR,,,
P003786,0.262315,2,NEGAR,,,
P003787,0.063424,7,APROVAR,0.0256,36,0.0
P003788,0.413682,1,NEGAR,,,
P003789,0.064623,7,APROVAR,0.0256,24,0.0
P003790,0.417948,1,NEGAR,,,
P003791,0.07835,6,APROVAR,0.0265,24,0.21
P003792,0.042961,9,APROVAR,0.0236,60,0.0
P003793,0.045097,8,APROVAR,0.0247,60,0.0
P003794,0.484416,1,NEGAR,,,
P003795,0.087868,5,APROVAR,0.0282,48,0.21
P003796,0.158123,3,NEGAR,,,
P003797,0.090045,5,APROVAR,0.0282,60,0.21
P003798,0.050217,8,APROVAR,0.0247,24,0.0
P003799,0.069066,6,APROVAR,0.0265,48,0.21
P003800,0.093757,5,APROVAR,0.0282,48,0.21
P003801,0.066126,7,APROVAR,0.0256,48,0.0
P003802,0.033692,10,APROVAR,0.0227,36,0.0
P003803,0.094393,5,APROVAR,0.0282,60,0.21
P003804,0.110421,4,NEGAR,,,
P003805,0.244516,2,NEGAR,,,
P003806,0.046642,8,APROVAR,0.0247,36,0.0
P003807,0.091524,5,APROVAR,0.0282,24,0.21
P003808,0.096608,5,APROVAR,0.0282,36,0.21
P003809,0.347021,1,NEGAR,,,
P003810,0.033599,10,APROVAR,0.0227,36,0.0
P003811,0.076451,6,APROVAR,0.0265,60,0.21
P003812,0.049348,8,APROVAR,0.0247,24,0.0
P003813,0.251122,2,NEGAR,,,
P003814,0.068805,6,APROVAR,0.0265,48,0.21
P003815,0.158262,3,NEGAR,,,
P003816,0.105197,5,APROVAR,0.0282,48,0.21
P003817,0.261654,2,NEGAR,,,
P003818,0.603264,1,NEGAR,,,
P003819,0.078537,6,APROVAR,0.0265,60,0.21
P003820,0.249683,2,NEGAR,,,
P003821,0.083673,6,APROVAR,0.0265,48,0.21
P003822,0.236307,2,NEGAR,,,
P003823,0.436899,1,NEGAR,,,
P003824,0.27388,2,NEGAR,,,
P003825,0.056185,7,APROVAR,0.0256,24,0.0
P003826,0.032915,10,APROVAR,0.0227,36,0.0
P003827,0.180538,3,NEGAR,,,
P003828,0.074725,6,APROVAR,0.0265,48,0.21
P003829,0.133529,4,NEGAR,,,
P003830,0.033222,10,APROVAR,0.0227,24,0.0
P003831,0.075937,6,APROVAR,0.0265,24,0.21
P003832,0.04146,9,APROVAR,0.0236,48,0.0
P003833,0.026352,10,APROVAR,0.0227,48,0.0
P003834,0.029989,10,APROVAR,0.0227,36,0.0
P003835,0.056552,7,APROVAR,0.0256,36,0.0
P003836,0.311412,1,NEGAR,,,
P003837,0.189557,3,NEGAR,,,
P003838,0.054293,7,APROVAR,0.0256,60,0.0
P003839,0.27632,2,NEGAR,,,
P003840,0.038088,9,APROVAR,0.0236,48,0.0
P003841,0.042852,9,APROVAR,0.0236,24,0.0
P003842,0.168082,3,NEGAR,,,
P003843,0.296117,2,NEGAR,,,
P003844,0.091017,5,APROVAR,0.0282,48,0.21
P003845,0.2792,2,NEGAR,,,
P003846,0.108367,4,NEGAR,,,
P003847,0.180404,3,NEGAR,,,
P003848,0.053786,8,APROVAR,0.0247,60,0.0
P003849,0.041014,9,APROVAR,0.0236,36,0.0
P003850,0.097138,5,APROVAR,0.0282,60,0.21
P003851,0.027248,10,APROVAR,0.0227,24,0.0
P003852,0.06564,7,APROVAR,0.0256,36,0.0
P003853,0.077441,6,APROVAR,0.0265,24,0.21
P003854,0.078037,6,APROVAR,0.0265,48,0.21
P003855,0.05484,7,APROVAR,0.0256,48,0.0
P003856,0.340173,1,NEGAR,,,
P003857,0.077873,6,APROVAR,0.0265,36,0.21
P003858,0.177714,3,NEGAR,,,
P003859,0.340551,1,NEGAR,,,
P003860,0.398784,1,NEGAR,,,
P003861,0.070505,6,APROVAR,0.0265,48,0.21
P003862,0.232408,2,NEGAR,,,
P003863,0.300921,2,NEGAR,,,
P003864,0.071901,6,APROVAR,0.0265,24,0.21
P003865,0.363674,1,NEGAR,,,
P003866,0.041365,9,APROVAR,0.0236,36,0.0
P003867,0.187936,3,NEGAR,,,
P003868,0.26627,2,NEGAR,,,
P003869,0.0415,9,APROVAR,0.0236,24,0.0
P003870,0.042655,9,APROVAR,0.0236,60,0.0
P003871,0.039639,9,APROVAR,0.0236,60,0.0
P003872,0.047702,8,APROVAR,0.0247,48,0.0
P003873,0.111832,4,NEGAR,,,
P003874,0.349562,1,NEGAR,,,
P003875,0.053984,8,APROVAR,0.0247,24,0.0
P003876,0.169703,3,NEGAR,,,
P003877,0.094758,5,APROVAR,0.0282,24,0.21
P003878,0.087138,5,APROVAR,0.0282,24,0.21
P003879,0.393207,1,NEGAR,,,
P003880,0.089395,5,APROVAR,0.0282,36,0.21
P003881,0.239697,2,NEGAR,,,
P003882,0.035099,10,APROVAR,0.0227,48,0.0
P003883,0.635148,1,NEGAR,,,
P003884,0.088914,5,APROVAR,0.0282,60,0.21
P003885,0.077112,6,APROVAR,0.0265,24,0.21
P003886,0.070233,6,APROVAR,0.0265,48,0.21
P003887,0.228842,2,NEGAR,,,
P003888,0.347143,1,NEGAR,,,
P003889,0.130022,4,NEGAR,,,
P003890,0.047498,8,APROVAR,0.0247,36,0.0
P003891,0.18288,3,NEGAR,,,
P003892,0.149694,3,NEGAR,,,
P003893,0.066087,7,APROVAR,0.0256,36,0.0
P003894,0.1471,3,NEGAR,,,
P003895,0.028853,10,APROVAR,0.0227,36,0.0
P003896,0.262711,2,NEGAR,,,
P003897,0.281044,2,NEGAR,,,
P003898,0.028773,10,APROVAR,0.0227,60,0.0
P003899,0.147704,3,NEGAR,,,
P003900,0.11764,4,NEGAR,,,
P003901,0.506056,1,NEGAR,,,
P003902,0.075036,6,APROVAR,0.0265,36,0.21
P003903,0.245536,2,NEGAR,,,
P003904,0.240636,2,NEGAR,,,
P003905,0.128749,4,NEGAR,,,
P003906,0.156548,3,NEGAR,,,
P003907,0.069301,6,APROVAR,0.0265,48,0.21
P003908,0.19876,3,NEGAR,,,
P003909,0.505845,1,NEGAR,,,
P003910,0.082873,6,APROVAR,0.0265,24,0.21
P003911,0.037783,9,APROVAR,0.0236,48,0.0
P003912,0.250375,2,NEGAR,,,
P003913,0.067574,6,APROVAR,0.0265,24,0.21
P003914,0.036427,10,APROVAR,0.0227,48,0.0
P003915,0.044395,9,APROVAR,0.0236,24,0.0
P003916,0.063008,7,APROVAR,0.0256,48,0.0
P003917,0.461698,1,NEGAR,,,
P003918,0.304699,1,NEGAR,,,
P003919,0.067492,6,APROVAR,0.0265,36,0.21
P003920,0.035975,10,APROVAR,0.0227,48,0.0
P003921,0.039723,9,APROVAR,0.0236,36,0.0
P003922,0.361509,1,NEGAR,,,
P003923,0.035291,10,APROVAR,0.0227,36,0.0
P003924,0.139419,4,NEGAR,,,
P003925,0.055472,7,APROVAR,0.0256,60,0.0
P003926,0.070913,6,APROVAR,0.0265,48,0.21
P003927,0.036458,10,APROVAR,0.0227,60,0.0
P003928,0.223825,2,NEGAR,,,
P003929,0.050483,8,APROVAR,0.0247,36,0.0
P003930,0.043695,9,APROVAR,0.0236,48,0.0
P003931,0.04107,9,APROVAR,0.0236,60,0.0
P003932,0.087469,5,APROVAR,0.0282,36,0.21
P003933,0.161043,3,NEGAR,,,
P003934,0.298595,2,NEGAR,,,
P003935,0.160285,3,NEGAR,,,
P003936,0.063502,7,APROVAR,0.0256,48,0.0
P003937,0.309714,1,NEGAR,,,
P003938,0.111749,4,NEGAR,,,
P003939,0.039992,9,APROVAR,0.0236,24,0.0
P003940,0.215135,2,NEGAR,,,
P003941,0.037713,9,APROVAR,0.0236,24,0.0
P003942,0.112021,4,NEGAR,,,
P003943,0.037093,9,APROVAR,0.0236,48,0.0
P003944,0.315012,1,NEGAR,,,
P003945,0.084619,5,APROVAR,0.0282,36,0.21
P003946,0.041007,9,APROVAR,0.0236,36,0.0
P003947,0.141513,4,NEGAR,,,
P003948,0.026589,10,APROVAR,0.0227,48,0.0
P003949,0.784522,1,NEGAR,,,
P003950,0.248279,2,NEGAR,,,
P003951,0.600764,1,NEGAR,,,
P003952,0.582375,1,NEGAR,,,
P003953,0.039243,9,APROVAR,0.0236,48,0.0
P003954,0.576046,1,NEGAR,,,
P003955,0.053018,8,APROVAR,0.0247,36,0.0
P003956,0.043687,9,APROVAR,0.0236,36,0.0
P003957,0.238885,2,NEGAR,,,
P003958,0.040869,9,APROVAR,0.0236,48,0.0
P003959,0.105306,5,APROVAR,0.0282,60,0.21
P003960,0.148483,3,NEGAR,,,
P003961,0.150095,3,NEGAR,,,
P003962,0.081939,6,APROVAR,0.0265,48,0.21
P003963,0.463766,1,NEGAR,,,
P003964,0.286157,2,NEGAR,,,
P003965,0.195991,3,NEGAR,,,
P003966,0.14888,3,NEGAR,,,
P003967,0.026968,10,APROVAR,0.0227,36,0.0
P003968,0.293954,2,NEGAR,,,
P003969,0.354822,1,NEGAR,,,
P003970,0.219058,2,NEGAR,,,
P003971,0.605989,1,NEGAR,,,
P003972,0.040262,9,APROVAR,0.0236,60,0.0
P003973,0.253265,2,NEGAR,,,
P003974,0.04244,9,APROVAR,0.0236,24,0.0
P003975,0.028057,10,APROVAR,0.0227,60,0.0
P003976,0.194678,3,NEGAR,,,
P003977,0.157951,3,NEGAR,,,
P003978,0.033939,10,APROVAR,0.0227,48,0.0
P003979,0.081938,6,APROVAR,0.0265,48,0.21
P003980,0.034117,10,APROVAR,0.0227,36,0.0
P003981,0.037113,9,APROVAR,0.0236,60,0.0
P003982,0.065847,7,APROVAR,0.0256,48,0.0
P003983,0.30847,1,NEGAR,,,
P003984,0.255959,2,NEGAR,,,
P003985,0.135654,4,NEGAR,,,
P003986,0.053291,8,APROVAR,0.0247,24,0.0
P003987,0.476786,1,NEGAR,,,
P003988,0.03787,9,APROVAR,0.0236,48,0.0
P003989,0.082773,6,APROVAR,0.0265,24,0.21
P003990,0.340857,1,NEGAR,,,
P003991,0.278201,2,NEGAR,,,
P003992,0.631491,1,NEGAR,,,
P003993,0.42289,1,NEGAR,,,
P003994,0.13552,4,NEGAR,,,
P003995,0.51682,1,NEGAR,,,
P003996,0.33341,1,NEGAR,,,
P003997,0.059503,7,APROVAR,0.0256,36,0.0
P003998,0.239479,2,NEGAR,,,
P003999,0.084637,5,APROVAR,0.0282,36,0.21
P004000,0.162356,3,NEGAR,,,
P004001,0.233113,2,NEGAR,,,
P004002,0.258494,2,NEGAR,,,
P004003,0.238554,2,NEGAR,,,
P004004,0.261057,2,NEGAR,,,
P004005,0.395064,1,NEGAR,,,
P004006,0.300244,2,NEGAR,,,
P004007,0.05221,8,APROVAR,0.0247,48,0.0
P004008,0.02637,10,APROVAR,0.0227,36,0.0
P004009,0.226383,2,NEGAR,,,
P004010,0.06512,7,APROVAR,0.0256,24,0.0
P004011,0.186955,3,NEGAR,,,
P004012,0.333208,1,NEGAR,,,
P004013,0.206772,3,NEGAR,,,
P004014,0.249376,2,NEGAR,,,
P004015,0.28189,2,NEGAR,,,
P004016,0.502899,1,NEGAR,,,
P004017,0.041868,9,APROVAR,0.0236,48,0.0
P004018,0.04028,9,APROVAR,0.0236,48,0.0
P004019,0.451669,1,NEGAR,,,
P004020,0.037216,9,APROVAR,0.0236,24,0.0
P004021,0.426803,1,NEGAR,,,
P004022,0.077596,6,APROVAR,0.0265,36,0.21
P004023,0.238462,2,NEGAR,,,
P004024,0.043001,9,APROVAR,0.0236,48,0.0
P004025,0.185533,3,NEGAR,,,
P004026,0.117753,4,NEGAR,,,
P004027,0.234292,2,NEGAR,,,
P004028,0.031529,10,APROVAR,0.0227,36,0.0
P004029,0.261617,2,NEGAR,,,
P004030,0.032056,10,APROVAR,0.0227,36,0.0
P004031,0.050899,8,APROVAR,0.0247,36,0.0
P004032,0.038207,9,APROVAR,0.0236,36,0.0
P004033,0.036944,9,APROVAR,0.0236,36,0.0
P004034,0.245101,2,NEGAR,,,
P004035,0.026832,10,APROVAR,0.0227,60,0.0
